index,sentence
1203,Les cuenta ahora pueden utilizar mucha energía solar eólica militares descubrirían muy rápido acantilado protegidos toda energía extraen marea violencia olas ponen pesa metal varias toneladas flotar olas sujetada brazo mecánico áíando olas hacen subir pesa generan mucha energía rebote Alfred fascinado mar mismo ilumine catedral cambios marea fuente energía meseta dinámica empieza pensar piedra acantilado prótesis mar piensa amigo Profesor O veía continuidad movimientos redes temporalidades series
1204,Durante siguientes semanas Tiago desarrolla plan nuevos huéspedes
1205,Los pone estudiar conocimientos desarrollando ahí usarlos mensajeros enviarlos catedrales apenas comenzando
1206,Trilc Alice ponen muy contentas misión Alfred cuesta concentrarse
1207,Su neurosis agudiza acantilados
1208,Él hecho nuevo mundo perdiendo cable tierra yoces alucinaciones invaden
1209,Tiago recomienda escriba ahí escritura medio uede anclar
1210,Pero lucha interna pasado resiste aun perdido punto apoyo medio presente exige adaptación fulminante Alfred larga encarnizada tremenda
1211,En fondo sobrevive tenaz irreductible sensibilidad romántica escritor juego valores fundamentales vida solamente afuera brega afán voluntarioso ahogar ser profundo individual historia pasada reemplazarlo pluralidad externa historia nueva
1212,Y día luego pasar casi dos meses La Catedral Alfred encuentra Tiago borde precipicios cuenta cumplió misión finalmente terminó escribir alucinaciones mundo vendrá futuro lejano medio milenio mundo ciclosombrillas radiosensibles ángeles/juglares cantan historias boxeadores muertos
1213,¿Has escuchado Alice hablar ángel pregunta Tiago
1214,Por dos décadas Alice hablado ángel terminó matando amigo O. Y Alfred explaya vez cuenta Tiago ángel pitufos pitufos advierten peligros ángel
1215,Y gato sabe memoria historia ángel pitufos bosteza aburre mirando precipicio Tiago observa gato mientras Alfred sigue sigue hablando descargando adolescente trece años traumas narcisistas El gato insiste EN pensar ve muy bonito
1216,Ahora Alfred llora mientras sigue hablando
1217,Y Tiago respira hondo busca paciencia gato mira complicidad
1218,Que bosta piensa gato aunque Tiago sabe portugués piensa bosta
1219,Tiago entonces pone mano espalda 2 Alfred hace percibe acto consolación sigue perorata melancólica narcisista -con toda fuerza— Tiago empuja Alfred precipicio
1220,El gato acerca límite acantilado
1221,Observa compañero caer voltea mirada hacia Tiago sorprendido observa gato aprueba homicidio
1222,Tiago gato dicen Alice Trilcinea Alfred suicidado luego escribir historia ángel pitufos año 2701
1223,Semanas después llenas conocimientos experiencias desgastantes Alice Trilcinea abordan barco suministros clandestinos cuyo destino cárcel/catedral Bolivia Tiago muchas esperanzas
1224,Y así Trilci Alice descubren desastrosas realidades vida veces amantes cansan vivir
1225,96
1226,6/ De vuelta año 2018 Despierta O
1227,No déjalo duerma
1228,Que descanse ... Y voces difuminan distancia sueño
1229,No piensa intuye
1230,Estoy hospital
1231,Más menos despierta
1232,Se bonito efecto paz hongos terminan alucinaciones
1233,Alguien rescatado madriguera piensa
1234,¿Fuiste Alice
1235,El doctor enfermera hablan dándole espalda
1236,Tienen sombreros raros
1237,Dicen muriendo sobreviví caída examinaron contusiones descubrieron cáncer
1238,Yo entiendo hablan espaldas
1239,Conversan si escuchando
1240,Reúne todas energías llamarlos
1241,¡Doctor
1242,grito silencioso
1243,El doctor enfermera voltean
1244,El color caras azul intenso guantes rojos boxeo
1245,Lo miran sonrisa gigantesca petrificada
1246,Sin dejar sonteír dicen va bien bien
